pid,tid,searchSeq,url,seq,answerCount,loc
4,3,0,https://stackoverflow.com/questions/237104/how-do-i-check-if-an-array-includes-a-value-in-javascript,6,20,448
4,3,0,https://stackoverflow.com/questions/35206125/how-can-i-find-and-update-values-in-an-array-of-objects,7,10,85
4,3,0,https://stackoverflow.com/questions/57607836/find-an-item-in-array-and-get-whats-left,8,4,31
4,3,0,https://stackoverflow.com/questions/143847/best-way-to-find-if-an-item-is-in-a-javascript-array,9,4,113
4,1,0,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,0,17,298
4,1,0,https://stackoverflow.com/questions/42523881/how-to-clone-a-javascript-array-of-objects,1,6,54
4,1,0,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,2,3,18
4,1,0,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,3,4,42
4,1,0,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,4,1,12
4,1,0,https://stackoverflow.com/questions/44808882/cloning-an-array-in-javascript-typescript,5,13,115
4,1,0,https://stackoverflow.com/questions/53273218/javascript-deep-copy-an-array-containing-nested-objects-arrays-functions,6,1,30
4,1,0,https://stackoverflow.com/questions/68764568/why-my-code-to-clone-an-array-doesnt-work-javascript,7,1,7
4,1,0,https://stackoverflow.com/questions/597588/how-do-you-clone-an-array-of-objects-in-javascript,8,20,195
4,1,0,https://stackoverflow.com/questions/48219487/javascript-how-to-clone-array-without-reference,9,1,16
4,5,0,https://stackoverflow.com/questions/40459932/how-to-subtract-2-dates-on-momentjs,0,1,6
4,5,0,https://stackoverflow.com/questions/25888182/moment-js-how-to-subtract-7-days-from-current-date,1,6,29
4,5,0,https://stackoverflow.com/questions/29651815/format-date-and-subtract-days-using-moment-js,2,6,39
4,5,0,https://stackoverflow.com/questions/68756983/how-add-and-subtract-days-using-moment-js-for-the-given-timestamp-value,3,4,53
4,5,0,https://stackoverflow.com/questions/67649925/how-can-i-subtract-1-month-using-moment-js,4,1,35
4,5,0,https://stackoverflow.com/questions/52326850/how-to-get-the-total-hours-by-subtracting-two-dates-using-moment,5,3,26
4,5,0,https://stackoverflow.com/questions/54019837/subtract-one-day-from-a-particular-date-using-momentjs,6,1,2
