pid,tid,searchSeq,resultRank,cnt,rank,text
1,2,1,4,72,7,"sortBy(any[], object): any[]"
1,2,1,4,72,8,reverse()
1,2,1,4,72,9,T[].sort(): this
1,2,1,5,3,0,"sortArray(object[], string): void"
1,2,1,5,3,1,insertionSort(object[]): void
1,2,1,6,2,0,T[].map(function): U[]
1,2,1,6,2,1,T[].sort(function): this
1,2,1,7,9,0,"T[].reduce(function, U): U"
1,2,1,7,9,1,"sortByIdAndTimestamp(object[], boolean)"
1,2,1,7,9,2,"T[].flat(): FlatArray<A, D>[]"
1,2,1,7,9,3,T[].sort(function): this
1,2,1,7,9,4,T[].forEach(function): void
1,2,1,7,9,5,ObjectConstructor.values(object): T[]
1,2,1,7,9,6,"sort(object[], boolean): any[]"
1,2,1,8,3,0,"main(unknown, unknown)"
1,2,1,8,3,1,"sortAngGetTopThree(unknown, unknown)"
1,4,0,0,94,0,Number.toFixed(number): string
1,4,0,0,94,1,Intl.NumberFormat.format(number | bigint): string
1,4,0,0,94,2,"String.replace(object, string): string"
1,4,0,0,94,3,Number.toLocaleString(): string
1,4,0,0,94,4,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
1,4,0,0,94,5,"number.formatMoney(number, string, string)"
1,4,0,0,94,6,number.format(number)
1,4,0,0,94,7,NumberConstructor.Number(unknown): number
1,4,0,0,94,8,toFixed(number)
1,4,0,0,94,9,StringConstructor.String(unknown): string
1,4,0,1,2,0,formatMoney(number)
1,4,0,2,1,0,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
1,4,0,3,28,0,formatTime(string)
1,4,0,3,28,1,Intl.NumberFormat.format(number | bigint): string
1,4,0,3,28,2,Document.getElementById(string): HTMLElement
1,4,0,3,28,3,"moment(string, string)"
1,4,0,3,28,4,format(string)
1,4,0,3,28,5,T[].forEach(function): void
1,4,0,4,7,0,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
1,4,0,4,7,1,unshift(unknown)
1,4,0,4,7,2,"substr(unknown, number)"
1,4,0,4,7,3,formatMoney(unknown)
1,4,0,5,4,0,"replace(regex, string)"
1,4,0,5,4,1,setInputValue(unknown)
1,4,0,6,2,0,formatMoney(number)
1,4,0,7,18,0,Intl.NumberFormat.format(number | bigint): string
1,4,0,7,18,1,"String.replace(string | RegExp, string): string"
1,4,0,7,18,2,toFixed(number)
1,4,0,7,18,3,"String.replace(object, string): string"
1,4,0,7,18,4,Math.abs(number): number
1,4,0,7,18,5,Math.trunc(number): number
1,4,0,7,18,6,Number.toFixed(): string
1,4,0,7,18,7,Number.toFixed(number): string
1,4,0,7,18,8,"number.replace(regex, string)"
1,4,0,7,18,9,"replace(regex, string)"
1,4,0,8,10,0,"format(string, string, number): string"
1,4,0,8,10,1,Intl.NumberFormat.format(number | bigint): string
1,4,0,8,10,2,"String.replace(string | RegExp, string): string"
1,4,0,8,10,3,String.trim(): string
1,6,0,2,3,0,"use(string, function)"
1,6,0,2,3,1,use(function)
1,6,0,3,3,0,use(function)
1,6,0,3,3,1,static(string)
1,6,0,3,3,2,use(unknown)
1,6,0,4,7,0,static(unknown)
1,6,0,4,7,1,use(unknown)
1,6,0,4,7,2,"join(unknown, string)"
1,6,0,4,7,3,"join(unknown, string, string)"
1,6,0,6,4,0,"join(unknown, string)"
1,6,0,6,4,1,static(unknown)
1,6,0,6,4,2,"use(string, unknown)"
1,6,0,6,4,3,"get(string, unknown)"
1,6,0,7,7,0,static(string)
1,6,0,7,7,1,"use(string, unknown)"
1,6,0,7,7,2,"join(unknown, string)"
1,6,0,7,7,3,static(unknown)
1,6,0,7,7,4,use(unknown)
1,6,0,8,5,0,static(string)
1,6,0,8,5,1,"use(string, function, unknown)"
1,6,0,8,5,2,"use(string, unknown)"
1,6,0,8,5,3,"get(string, function)"
1,6,0,9,3,0,"get(string, function)"
1,6,1,0,33,0,express()
1,6,1,0,33,1,static(string)
1,6,1,0,33,2,"listen(number, function)"
1,6,1,0,33,3,"use(string, unknown)"
1,6,1,0,33,4,use(unknown)
1,6,1,0,33,5,"get(string, function)"
1,6,1,0,33,6,"use(string, function)"
1,6,1,0,33,7,compression()
1,6,1,0,33,8,urlencoded(object)
1,6,1,0,33,9,json()
1,6,1,1,7,0,static(string)
1,6,1,1,7,1,"use(string, unknown)"
1,6,1,1,7,2,"join(unknown, string)"
1,6,1,1,7,3,static(unknown)
1,6,1,1,7,4,use(unknown)
1,6,1,2,5,0,static(string)
1,6,1,2,5,1,"use(string, function, unknown)"
1,6,1,2,5,2,"use(string, unknown)"
1,6,1,2,5,3,"get(string, function)"
1,6,1,3,3,0,"get(string, function)"
1,6,1,5,8,0,static(string)
1,6,1,5,8,1,use(unknown)
1,6,1,5,8,2,"use(string, unknown)"
1,6,1,6,4,0,"join(unknown, string)"
1,6,1,6,4,1,static(unknown)
1,6,1,6,4,2,"use(string, unknown)"
1,6,1,6,4,3,"get(string, unknown)"
1,6,1,7,12,0,static(string)
1,6,1,7,12,1,"use(string, function)"
1,6,1,7,12,2,"get(string, function)"
1,6,1,7,12,3,createServer(unknown)
1,6,1,7,12,4,"listen(unknown, function)"
1,6,1,7,12,5,"use(string, unknown)"
1,6,1,7,12,6,express()
1,6,1,7,12,7,"use(string, function, unknown)"
1,6,1,8,13,0,"get(string, function)"
1,6,1,8,13,1,static(string)
1,6,1,8,13,2,"use(string, unknown)"
1,6,1,8,13,3,use(unknown)
1,6,1,8,13,4,express()
1,6,1,8,13,5,"use(string, function)"
1,6,1,9,38,0,static(string)
1,6,1,9,38,1,use(unknown)
1,6,1,9,38,2,express()
1,6,1,9,38,3,listen(number)
1,6,1,9,38,4,static(unknown)
1,6,1,9,38,5,"join(unknown, string)"
1,6,1,9,38,6,"use(string, unknown)"
1,6,1,9,38,7,"get(string, function)"
1,6,1,9,38,8,configure(function)
1,6,1,9,38,9,"listen(number, function)"
2,4,0,0,94,0,Number.toFixed(number): string
2,4,0,0,94,1,Intl.NumberFormat.format(number | bigint): string
2,4,0,0,94,2,"String.replace(object, string): string"
2,4,0,0,94,3,Number.toLocaleString(): string
2,4,0,0,94,4,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
2,4,0,0,94,5,"number.formatMoney(number, string, string)"
2,4,0,0,94,6,number.format(number)
2,4,0,0,94,7,NumberConstructor.Number(unknown): number
2,4,0,0,94,8,toFixed(number)
2,4,0,0,94,9,StringConstructor.String(unknown): string
2,4,0,1,2,0,formatMoney(number)
2,4,0,2,1,0,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
2,4,0,3,28,0,formatTime(string)
2,4,0,3,28,1,Intl.NumberFormat.format(number | bigint): string
2,4,0,3,28,2,Document.getElementById(string): HTMLElement
2,4,0,3,28,3,"moment(string, string)"
2,4,0,3,28,4,format(string)
2,4,0,3,28,5,T[].forEach(function): void
2,4,0,4,7,0,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
2,4,0,4,7,1,unshift(unknown)
2,4,0,4,7,2,"substr(unknown, number)"
2,4,0,4,7,3,formatMoney(unknown)
2,4,0,5,4,0,"replace(regex, string)"
2,4,0,5,4,1,setInputValue(unknown)
2,4,0,6,2,0,formatMoney(number)
2,4,0,7,18,0,Intl.NumberFormat.format(number | bigint): string
2,4,0,7,18,1,"String.replace(string | RegExp, string): string"
2,4,0,7,18,2,toFixed(number)
2,4,0,7,18,3,"String.replace(object, string): string"
2,4,0,7,18,4,Math.abs(number): number
2,4,0,7,18,5,Math.trunc(number): number
2,4,0,7,18,6,Number.toFixed(): string
2,4,0,7,18,7,Number.toFixed(number): string
2,4,0,7,18,8,"number.replace(regex, string)"
2,4,0,7,18,9,"replace(regex, string)"
2,4,0,8,10,0,"format(string, string, number): string"
2,4,0,8,10,1,Intl.NumberFormat.format(number | bigint): string
2,4,0,8,10,2,"String.replace(string | RegExp, string): string"
2,4,0,8,10,3,String.trim(): string
2,3,0,0,29,0,T[].filter(function): T[]
2,3,0,0,29,1,"search(string, object[])"
2,3,0,0,29,2,T[].find(function): T
2,3,0,0,29,3,find(function)
2,3,0,0,29,4,indexOf(unknown)
2,3,0,0,29,5,"fill(string, unknown, number)"
2,3,0,0,29,6,findIndex(function)
2,3,0,0,29,7,function.search(string): object
2,3,0,0,29,8,forEach(function)
2,3,0,0,29,9,map(function)
2,3,0,1,17,0,T[].indexOf(T): number
2,3,0,1,17,1,T[].includes(T): boolean
2,3,0,1,17,2,"inArray(string, string[])"
2,3,0,1,17,3,includes(string)
2,3,0,1,17,4,"inArray(string, unknown)"
2,3,0,1,17,5,T[].some(function): boolean
2,3,0,1,17,6,T[].find(function): T
2,3,0,2,8,0,T[].some(function): boolean
2,3,0,2,8,1,T[].filter(function): T[]
2,3,0,2,8,2,T[].findIndex(function): number
2,3,0,2,8,3,T[].find(function): T
2,3,0,2,8,4,find(function)
2,3,0,2,8,5,T[].forEach(function): void
2,3,0,3,28,0,T[].find(function): T
2,3,0,3,28,1,T[].filter(function): T[]
2,3,0,3,28,2,find(function)
2,3,0,3,28,3,"filterValue(object[], string, number)"
2,3,0,3,28,4,"filteredArray(object[], string, number): any[]"
2,3,0,3,28,5,"findWhere(unknown, object)"
2,3,0,3,28,6,T[].findIndex(function): number
2,3,0,3,28,7,some(function)
2,3,0,3,28,8,"select(unknown, function)"
2,3,0,3,28,9,"reduce(function, null)"
2,3,0,4,46,0,"T[].reduce(function, U): U"
2,3,0,4,46,1,filter(function)
2,3,0,4,46,2,"grep(unknown, function)"
2,3,0,4,46,3,T[].find(function): T
2,3,0,4,46,4,function.(): function
2,3,0,4,46,5,T[].map(function): U[]
2,3,0,4,46,6,ArrayConstructor.Array(number): any[]
2,3,0,4,46,7,map(function[])
2,3,0,4,46,8,"each(unknown, function)"
2,3,0,4,46,9,map(function)
2,3,0,5,4,0,T[].filter(function): T[]
2,3,0,5,4,1,filter(function)
2,3,0,6,90,0,T[].includes(T): boolean
2,3,0,6,90,1,T[].indexOf(T): number
2,3,0,6,90,2,T[].find(function): T
2,3,0,6,90,3,T[].some(function): boolean
2,3,0,6,90,4,"ObjectConstructor.defineProperty(T, PropertyKey, PropertyDescriptor & ThisType<any>): T"
2,3,0,6,90,5,T[].findIndex(function): number
2,3,0,6,90,6,number[].contains(number)
2,3,0,6,90,7,number[].contains(string)
2,3,0,6,90,8,indexOf(string)
2,3,0,6,90,9,indexOf(number)
2,3,0,7,17,0,T[].findIndex(function): number
2,3,0,7,17,1,T[].filter(function): T[]
2,3,0,7,17,2,T[].map(function): U[]
2,3,0,7,17,3,T[].forEach(function): void
2,3,0,7,17,4,map(function)
2,3,0,7,17,5,"T[].splice(number, number, T[]): T[]"
2,3,0,7,17,6,T[].find(function): T
2,3,0,7,17,7,findIndex(function)
2,3,0,7,17,8,forEach(function)
2,3,0,7,17,9,T[].pop(): T
2,3,0,8,4,0,T[].filter(function): T[]
2,3,0,8,4,1,filter(function)
2,3,0,9,10,0,includes(unknown)
2,3,0,9,10,1,"inArray(number, string[])"
2,3,0,9,10,2,"has(unknown, boolean)"
2,3,0,9,10,3,has(object)
2,3,0,9,10,4,"has(object, number)"
2,3,0,9,10,5,has(string)
2,3,0,9,10,6,has(number)
2,3,0,9,10,7,"ObjectConstructor.defineProperty(T, PropertyKey, PropertyDescriptor & ThisType<any>): T"
2,3,0,9,10,8,indexOf(unknown)
2,3,0,9,10,9,"customSlowerSearch(unknown, unknown)"
2,5,0,0,149,0,endOf(string)
2,5,0,0,149,1,startOf(string)
2,5,0,0,149,2,format(string)
2,5,0,0,149,3,moment(unknown)
2,5,0,0,149,4,clone()
2,5,0,0,149,5,"subtract(number, string)"
2,5,0,0,149,6,"add(number, string)"
2,5,0,0,149,7,moment()
2,5,0,0,149,8,moment(number[])
2,5,0,0,149,9,moment(string)
2,5,0,1,34,0,"subtract(number, string)"
2,5,0,1,34,1,format(string)
2,5,0,1,34,2,moment()
2,5,0,1,34,3,toDate()
2,5,0,1,34,4,moment(Date)
2,5,0,1,34,5,duration(object)
2,5,0,1,34,6,subtract(unknown)
2,5,0,1,34,7,"subtract(string, number)"
2,5,0,1,34,8,format()
2,5,0,1,34,9,"moment(string, string)"
2,5,0,2,15,0,"subtract(string, number)"
2,5,0,2,15,1,moment()
2,5,0,2,15,2,"subtract(number, string)"
2,5,0,2,15,3,format(string)
2,5,0,3,76,0,moment()
2,5,0,3,76,1,startOf(string)
2,5,0,3,76,2,endOf(string)
2,5,0,3,76,3,format(string)
2,5,0,3,76,4,daysInMonth()
2,5,0,3,76,5,Date.getFullYear(): number
2,5,0,3,76,6,Date.getMonth(): number
2,5,0,3,76,7,format(unknown)
2,5,0,3,76,8,moment(Date)
2,5,0,3,76,9,"daterangepicker(object, function)"
2,5,0,4,56,0,Date.getDate(): number
2,5,0,4,56,1,Date.setDate(number): number
2,5,0,4,56,2,moment()
2,5,0,4,56,3,"subtract(number, string)"
2,5,0,4,56,4,DateConstructor.now(): number
2,5,0,4,56,5,format(string)
2,5,0,4,56,6,Date.getFullYear(): number
2,5,0,4,56,7,"add(number, string)"
2,5,0,4,56,8,add(object)
2,5,0,4,56,9,DateConstructor.today()
2,5,0,5,11,0,moment(any[])
2,5,0,5,11,1,"add(number, string)"
2,5,0,5,11,2,"moment(string, string)"
2,5,0,5,11,3,endOf(string)
2,5,0,5,11,4,toDate()
2,5,0,5,11,5,moment(unknown)
2,5,0,5,11,6,"getMonthDateRange(number, number): object"
2,5,0,6,87,0,Date.getDate(): number
2,5,0,6,87,1,Date.getTime(): number
2,5,0,6,87,2,Date.setDate(number): number
2,5,0,6,87,3,Date.setTime(number): number
2,5,0,6,87,4,Date.toLocaleString(): string
2,5,0,6,87,5,Document.write(string[]): void
2,5,0,6,87,6,"addDays(Date, number): Date"
2,5,0,6,87,7,Date.getMonth(): number
2,5,0,6,87,8,Date.getFullYear(): number
2,5,0,6,87,9,"AddOrSubractDays(Date, number, boolean): Date"
2,5,0,7,26,0,"add(number, string)"
2,5,0,7,26,1,moment()
2,5,0,7,26,2,format(string)
2,5,0,7,26,3,function.addRealMonth(unknown)
2,5,0,7,26,4,isSame(unknown)
2,5,0,7,26,5,date()
2,5,0,7,26,6,endOf(string)
2,5,0,7,26,7,moment(unknown)
2,5,0,7,26,8,moment(string)
2,5,0,7,26,9,calendar()
2,5,0,8,69,0,diff(unknown)
2,5,0,8,69,1,duration(unknown)
2,5,0,8,69,2,moment(string)
2,5,0,8,69,3,"diff(unknown, string)"
2,5,0,8,69,4,asHours()
2,5,0,8,69,5,format(string)
2,5,0,8,69,6,moment()
2,5,0,8,69,7,moment(unknown)
2,5,0,8,69,8,"moment(string, string)"
2,5,0,8,69,9,moment(Date)
2,5,0,9,20,0,moment(unknown)
2,5,0,9,20,1,format(string)
2,5,0,9,20,2,moment()
2,5,0,9,20,3,format()
2,5,0,9,20,4,"subtract(number, string)"
2,5,0,9,20,5,unix()
2,5,0,9,20,6,fromNow()
3,4,0,0,94,0,Number.toFixed(number): string
3,4,0,0,94,1,Intl.NumberFormat.format(number | bigint): string
3,4,0,0,94,2,"String.replace(object, string): string"
3,4,0,0,94,3,Number.toLocaleString(): string
3,4,0,0,94,4,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
3,4,0,0,94,5,"number.formatMoney(number, string, string)"
3,4,0,0,94,6,number.format(number)
3,4,0,0,94,7,NumberConstructor.Number(unknown): number
3,4,0,0,94,8,toFixed(number)
3,4,0,0,94,9,StringConstructor.String(unknown): string
3,4,0,1,2,0,formatMoney(number)
3,4,0,2,1,0,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
3,4,0,3,28,0,formatTime(string)
3,4,0,3,28,1,Intl.NumberFormat.format(number | bigint): string
3,4,0,3,28,2,Document.getElementById(string): HTMLElement
3,4,0,3,28,3,"moment(string, string)"
3,4,0,3,28,4,format(string)
3,4,0,3,28,5,T[].forEach(function): void
3,4,0,4,7,0,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
3,4,0,4,7,1,unshift(unknown)
3,4,0,4,7,2,"substr(unknown, number)"
3,4,0,4,7,3,formatMoney(unknown)
3,4,0,5,4,0,"replace(regex, string)"
3,4,0,5,4,1,setInputValue(unknown)
3,4,0,6,2,0,formatMoney(number)
3,4,0,7,18,0,Intl.NumberFormat.format(number | bigint): string
3,4,0,7,18,1,"String.replace(string | RegExp, string): string"
3,4,0,7,18,2,toFixed(number)
3,4,0,7,18,3,"String.replace(object, string): string"
3,4,0,7,18,4,Math.abs(number): number
3,4,0,7,18,5,Math.trunc(number): number
3,4,0,7,18,6,Number.toFixed(): string
3,4,0,7,18,7,Number.toFixed(number): string
3,4,0,7,18,8,"number.replace(regex, string)"
3,4,0,7,18,9,"replace(regex, string)"
3,4,0,8,10,0,"format(string, string, number): string"
3,4,0,8,10,1,Intl.NumberFormat.format(number | bigint): string
3,4,0,8,10,2,"String.replace(string | RegExp, string): string"
3,4,0,8,10,3,String.trim(): string
3,5,0,0,4,0,"diff(unknown, string)"
3,5,0,0,4,1,diff(unknown)
3,5,0,0,4,2,moment(string)
3,5,0,1,34,0,"subtract(number, string)"
3,5,0,1,34,1,format(string)
3,5,0,1,34,2,moment()
3,5,0,1,34,3,toDate()
3,5,0,1,34,4,moment(Date)
3,5,0,1,34,5,duration(object)
3,5,0,1,34,6,subtract(unknown)
3,5,0,1,34,7,"subtract(string, number)"
3,5,0,1,34,8,format()
3,5,0,1,34,9,"moment(string, string)"
3,5,0,2,25,0,diff(unknown)
3,5,0,2,25,1,"tz(Date, string, string)"
3,5,0,2,25,2,local()
3,5,0,2,25,3,duration(unknown)
3,5,0,2,25,4,asHours()
3,5,0,2,25,5,"tz(unknown, string, string)"
3,5,0,2,25,6,"diff(unknown, string)"
3,5,0,2,25,7,moment()
3,5,0,2,25,8,moment(unknown)
3,5,0,2,25,9,format(string)
3,5,0,3,31,0,moment()
3,5,0,3,31,1,"subtract(number, string)"
3,5,0,3,31,2,format(string)
3,5,0,3,31,3,moment(number)
3,5,0,3,31,4,DateConstructor.now(): number
3,5,0,3,31,5,toDate()
3,5,0,3,31,6,endOf(string)
3,5,0,3,31,7,day(number)
3,5,0,3,31,8,startOf(string)
3,5,0,4,52,0,subtract(object)
3,5,0,4,52,1,moment(string)
3,5,0,4,52,2,String.split(string | RegExp): string[]
3,5,0,4,52,3,subtract(unknown)
3,5,0,4,52,4,moment(number)
3,5,0,4,52,5,format(string)
3,5,0,4,52,6,toString()
3,5,0,4,52,7,subtract(ObjectConstructor)
3,5,0,4,52,8,"subtract(StringConstructor, StringConstructor)"
3,5,0,4,52,9,"subtract(NumberConstructor, StringConstructor)"
3,5,0,5,34,0,format(string)
3,5,0,5,34,1,"subtract(number, string)"
3,5,0,5,34,2,"add(number, string)"
3,5,0,5,34,3,moment(number)
3,5,0,5,34,4,"subtract(string, number)"
3,5,0,5,34,5,"add(string, number)"
3,5,0,5,34,6,moment()
3,5,0,5,34,7,Document.getElementById(string): HTMLElement
3,5,0,5,34,8,Date.PrevDay(number)
3,5,0,5,34,9,Date.Nextday(number)
3,5,0,6,15,0,"subtract(string, number)"
3,5,0,6,15,1,moment()
3,5,0,6,15,2,"subtract(number, string)"
3,5,0,6,15,3,format(string)
3,5,0,7,1,0,"subtract(number, string)"
3,5,0,8,1,0,checkDateIsValid(unknown)
3,5,0,9,8,0,isAfter(unknown)
3,5,0,9,8,1,isBefore(unknown)
3,5,0,9,8,2,toISOString()
3,5,0,9,8,3,moment(string)
3,5,0,9,8,4,"subtract(number, string)"
3,5,0,9,8,5,startOf(string)
4,3,0,0,29,0,T[].filter(function): T[]
4,3,0,0,29,1,"search(string, object[])"
4,3,0,0,29,2,T[].find(function): T
4,3,0,0,29,3,find(function)
4,3,0,0,29,4,indexOf(unknown)
4,3,0,0,29,5,"fill(string, unknown, number)"
4,3,0,0,29,6,findIndex(function)
4,3,0,0,29,7,function.search(string): object
4,3,0,0,29,8,forEach(function)
4,3,0,0,29,9,map(function)
4,3,0,1,17,0,T[].indexOf(T): number
4,3,0,1,17,1,T[].includes(T): boolean
4,3,0,1,17,2,"inArray(string, string[])"
4,3,0,1,17,3,includes(string)
4,3,0,1,17,4,"inArray(string, unknown)"
4,3,0,1,17,5,T[].some(function): boolean
4,3,0,1,17,6,T[].find(function): T
4,3,0,2,8,0,T[].some(function): boolean
4,3,0,2,8,1,T[].filter(function): T[]
4,3,0,2,8,2,T[].findIndex(function): number
4,3,0,2,8,3,T[].find(function): T
4,3,0,2,8,4,find(function)
4,3,0,2,8,5,T[].forEach(function): void
4,3,0,3,28,0,T[].find(function): T
4,3,0,3,28,1,T[].filter(function): T[]
4,3,0,3,28,2,find(function)
4,3,0,3,28,3,"filterValue(object[], string, number)"
4,3,0,3,28,4,"filteredArray(object[], string, number): any[]"
4,3,0,3,28,5,"findWhere(unknown, object)"
4,3,0,3,28,6,T[].findIndex(function): number
4,3,0,3,28,7,some(function)
4,3,0,3,28,8,"select(unknown, function)"
4,3,0,3,28,9,"reduce(function, null)"
4,3,0,4,46,0,"T[].reduce(function, U): U"
4,3,0,4,46,1,filter(function)
4,3,0,4,46,2,"grep(unknown, function)"
4,3,0,4,46,3,T[].find(function): T
4,3,0,4,46,4,function.(): function
4,3,0,4,46,5,T[].map(function): U[]
4,3,0,4,46,6,ArrayConstructor.Array(number): any[]
4,3,0,4,46,7,map(function[])
4,3,0,4,46,8,"each(unknown, function)"
4,3,0,4,46,9,map(function)
4,3,0,5,4,0,T[].filter(function): T[]
4,3,0,5,4,1,filter(function)
4,3,0,6,90,0,T[].includes(T): boolean
4,3,0,6,90,1,T[].indexOf(T): number
4,3,0,6,90,2,T[].find(function): T
4,3,0,6,90,3,T[].some(function): boolean
4,3,0,6,90,4,"ObjectConstructor.defineProperty(T, PropertyKey, PropertyDescriptor & ThisType<any>): T"
4,3,0,6,90,5,T[].findIndex(function): number
4,3,0,6,90,6,number[].contains(number)
4,3,0,6,90,7,number[].contains(string)
4,3,0,6,90,8,indexOf(string)
4,3,0,6,90,9,indexOf(number)
4,3,0,7,17,0,T[].findIndex(function): number
4,3,0,7,17,1,T[].filter(function): T[]
4,3,0,7,17,2,T[].map(function): U[]
4,3,0,7,17,3,T[].forEach(function): void
4,3,0,7,17,4,map(function)
4,3,0,7,17,5,"T[].splice(number, number, T[]): T[]"
4,3,0,7,17,6,T[].find(function): T
4,3,0,7,17,7,findIndex(function)
4,3,0,7,17,8,forEach(function)
4,3,0,7,17,9,T[].pop(): T
4,3,0,8,4,0,T[].filter(function): T[]
4,3,0,8,4,1,filter(function)
4,3,0,9,10,0,includes(unknown)
4,3,0,9,10,1,"inArray(number, string[])"
4,3,0,9,10,2,"has(unknown, boolean)"
4,3,0,9,10,3,has(object)
4,3,0,9,10,4,"has(object, number)"
4,3,0,9,10,5,has(string)
4,3,0,9,10,6,has(number)
4,3,0,9,10,7,"ObjectConstructor.defineProperty(T, PropertyKey, PropertyDescriptor & ThisType<any>): T"
4,3,0,9,10,8,indexOf(unknown)
4,3,0,9,10,9,"customSlowerSearch(unknown, unknown)"
4,1,0,0,60,0,JSON.parse(string)
4,1,0,0,60,1,JSON.stringify(unknown): string
4,1,0,0,60,2,T[].slice(): T[]
4,1,0,0,60,3,slice()
4,1,0,0,60,4,slice(number)
4,1,0,0,60,5,JSON.stringify(function): string
4,1,0,0,60,6,map(function)
4,1,0,0,60,7,T[].push(T[]): number
4,1,0,0,60,8,ArrayConstructor.Array(T[]): T[]
4,1,0,0,60,9,clone(function[]): void
4,1,0,1,11,0,JSON.stringify(function): string
4,1,0,1,11,1,JSON.parse(string)
4,1,0,1,11,2,T[].slice(number): T[]
4,1,0,1,11,3,T[].map(function): U[]
4,1,0,1,11,4,"extend(boolean, undefined[], function)"
4,1,0,1,11,5,slice(number)
4,1,0,1,11,6,T[].slice(): T[]
4,1,0,1,11,7,T[].concat(ConcatArray<T>[]): T[]
4,1,0,1,11,8,ArrayConstructor.from(Iterable<T> | ArrayLike<T>): T[]
4,1,0,1,11,9,T[].push(T[]): number
4,1,0,2,5,0,T[].concat(function): T[]
4,1,0,2,5,1,undefined[].add(string)
4,1,0,2,5,2,add(string)
